Geo_Code,Prov_Name,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
35,Ontario,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,19,1.9,,,,,
35,Ontario,Occupied private dwelling characteristics,Average value of owned dwelling ($),20,297479,,,,,
35,Ontario,Selected family characteristics,Total number of census families,21,3422315,,,,,
35,Ontario,Selected family characteristics,   Number of married-couple families,22,2530560,,,,,
35,Ontario,Selected family characteristics,   Number of common-law-couple families,23,351045,,,,,
35,Ontario,Selected family characteristics,   Number of lone-parent families,,540715,,,,,
35,Ontario,Selected family characteristics,      Number of female lone-parent families,,441105,,,,,
35,Ontario,Selected family characteristics,      Number of male lone-parent families,,99605,,,,,
35,Ontario,Selected family characteristics,Average number of persons in all census families,,3,,,,,
35,Ontario,Selected family characteristics,   Average number of persons in married-couple families,22,3.1,,,,,
35,Ontario,Selected family characteristics,   Average number of persons in common-law-couple families,23,2.7,,,,,
35,Ontario,Selected family characteristics,   Average number of persons in lone-parent families,,2.5,,,,,
35,Ontario,Selected family characteristics,      Average number of persons in female lone-parent families,,2.6,,,,,
35,Ontario,Selected family characteristics,      Average number of persons in male lone-parent families,,2.4,,,,,
35,Ontario,Selected family characteristics,Median income in 2005 - All census families ($),24,69156,,,,,
35,Ontario,Selected family characteristics,   Median income in 2005 - Married-couple families ($),22,77243,,,,,
35,Ontario,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),23,66525,,,,,
35,Ontario,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),,38448,,,,,
35,Ontario,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),,36496,,,,,
35,Ontario,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),,50339,,,,,
35,Ontario,Selected family characteristics,Median after-tax income in 2005 - All census families ($),24,59377,,,,,
35,Ontario,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),22,65534,,,,,
35,Ontario,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),,57013,,,,,
35,Ontario,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),,35677,,,,,
35,Ontario,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),,34206,,,,,
35,Ontario,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),,43972,,,,,
35,Ontario,Selected household characteristics,Total private households,25,4555025,,,,,
35,Ontario,Selected household characteristics,   Households containing a couple (married or common-law) with children,26,1420515,,,,,
35,Ontario,Selected household characteristics,   Households containing a couple (married or common-law) without children,27,1288140,,,,,
35,Ontario,Selected household characteristics,   One-person households,,1104865,,,,,
35,Ontario,Selected household characteristics,   Other household types,28,741505,,,,,
35,Ontario,Selected household characteristics,Median income in 2005 - All private households ($),29,60455,,,,,
35,Ontario,Selected household characteristics,   Median income in 2005 - Couple households with children ($),26,87960,,,,,
35,Ontario,Selected household characteristics,   Median income in 2005 - Couple households without children ($),27,68764,,,,,
35,Ontario,Selected household characteristics,   Median income in 2005 - One-person households ($),,30025,,,,,
35,Ontario,Selected household characteristics,   Median income in 2005 - Other household types ($),28,51560,,,,,
35,Ontario,Selected household characteristics,Median after-tax income in 2005 - All private households ($),29,52117,,,,,
35,Ontario,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),26,74095,,,,,
35,Ontario,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),27,58755,,,,,
35,Ontario,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),,26473,,,,,
35,Ontario,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),28,46194,,,,,
35,Ontario,Selected household characteristics,Median monthly payments for rented dwellings ($),30,801,,,,,
35,Ontario,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),31,1046,,,,,
35,Ontario,Selected household characteristics,Average household size,,2.6,,,,,
35,Ontario,Mother tongue,Total population,32,12028900,,5877875,,6151020,
35,Ontario,Mother tongue,   English only,,8230705,,4044755,,4185945,
35,Ontario,Mother tongue,   French only,,488815,,230700,,258115,
35,Ontario,Mother tongue,   English and French,,32685,,14820,,17870,
35,Ontario,Mother tongue,   Other language(s),33,3276685,,1587595,,1689090,
35,Ontario,Knowledge of official languages,Total population,34,12028895,,5877875,,6151020,
35,Ontario,Knowledge of official languages,   English only,,10335700,,5130945,,5204755,
35,Ontario,Knowledge of official languages,   French only,,49210,,21460,,27750,
35,Ontario,Knowledge of official languages,   English and French,,1377330,,621285,,756045,
35,Ontario,Knowledge of official languages,   Neither English nor French,,266655,,104185,,162470,
35,Ontario,Language spoken most often at home,Total population,35,12028895,,5877875,,6151020,
35,Ontario,Language spoken most often at home,   English,,9655830,,4733165,,4922665,
35,Ontario,Language spoken most often at home,   French,,289035,,136125,,152910,
35,Ontario,Language spoken most often at home,   Non-official language,,1811620,,874575,,937050,
35,Ontario,Language spoken most often at home,   English and French,,26045,,11875,,14175,
35,Ontario,Language spoken most often at home,   English and non-official language,,239890,,119205,,120685,
35,Ontario,Language spoken most often at home,   French and non-official language,,3065,,1455,,1605,
35,Ontario,Language spoken most often at home,"   English, French and non-official language",,3405,,1480,,1925,
35,Ontario,Immigrant status and period of immigration,Total population,36,12028895,,5877875,,6151020,
35,Ontario,Immigrant status and period of immigration,   Non-immigrants,37,8512020,,4197560,,4314460,
35,Ontario,Immigrant status and period of immigration,   Immigrants,38,3398725,,1620320,,1778400,
35,Ontario,Immigrant status and period of immigration,      Before 1991,,1884440,,901375,,983065,
35,Ontario,Immigrant status and period of immigration,      1991 to 2000,,933545,,443665,,489880,
35,Ontario,Immigrant status and period of immigration,      2001 to 2006,39,580740,,275280,,305460,
35,Ontario,Immigrant status and period of immigration,   Non-permanent residents,40,118150,,59995,,58155,
35,Ontario,Citizenship,Total population,41,12028900,,5877875,,6151020,
35,Ontario,Citizenship,   Canadian citizens,,11131465,,5455880,,5675585,
35,Ontario,Citizenship,      Canadian citizens under age 18,,2572660,,1320670,,1251990,
35,Ontario,Citizenship,      Canadian citizens age 18 and over,,8558810,,4135210,,4423595,
35,Ontario,Citizenship,   Not Canadian citizens,42,897430,,421990,,475435,
35,Ontario,Generation status,Total population 15 years and over,43,9819420,,4744710,,5074710,
35,Ontario,Generation status,   1st generation,44,3340210,,1590525,,1749680,
35,Ontario,Generation status,   2nd generation,45,1912460,,933690,,978765,
35,Ontario,Generation status,   3rd generation or more,46,4566750,,2220495,,2346260,
35,Ontario,Mobility status - Place of residence 1 year ago,Total population 1 year and over,47,11893180,,5808065,,6085115,
35,Ontario,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,,10299250,,5027935,,5271320,
35,Ontario,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",,951995,,466425,,485570,
35,Ontario,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,453460,,222520,,230945,
35,Ontario,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,,56835,,27630,,29205,
35,Ontario,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,,131630,,63550,,68075,
35,Ontario,Mobility status - Place of residence 5 years ago,Total population 5 years and over,48,11354360,,5532565,,5821800,
35,Ontario,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,,6660310,,3245120,,3415185,
35,Ontario,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",,2542885,,1241165,,1301720,
35,Ontario,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",,1398660,,682595,,716070,
35,Ontario,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,,185785,,89885,,95900,
35,Ontario,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,,566710,,273790,,292920,
35,Ontario,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,49,12028900,,5877875,,6151020,
35,Ontario,Aboriginal population,   Aboriginal identity population,50,242490,,117585,,124900,
35,Ontario,Aboriginal population,   Non-Aboriginal identity population,,11786405,,5760285,,6026115,
35,Ontario,Educational attainment,Total population 15 years and over,51,9819420,,4744710,,5074710,
35,Ontario,Educational attainment,"   No certificate, diploma or degree",,2183625,,1059015,,1124615,
35,Ontario,Educational attainment,   High school certificate or equivalent,52,2628575,,1220380,,1408190,
35,Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,,785115,,514820,,270295,
35,Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",53,1804775,,782360,,1022420,
35,Ontario,Educational attainment,   University certificate or diploma below the bachelor level,,405270,,181355,,223915,
35,Ontario,Educational attainment,"   University certificate, diploma or degree",,2012060,,986780,,1025280,
35,Ontario,Educational attainment,Total population aged 15 to 24,54,1624835,,826425,,798410,
35,Ontario,Educational attainment,"   No certificate, diploma or degree",,648300,,348960,,299345,
35,Ontario,Educational attainment,   High school certificate or equivalent,55,627010,,321420,,305590,
35,Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,,37475,,22735,,14740,
35,Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",56,160140,,72655,,87480,
35,Ontario,Educational attainment,   University certificate or diploma below the bachelor level,,33875,,15860,,18020,
35,Ontario,Educational attainment,"   University certificate, diploma or degree",,118030,,44790,,73240,
35,Ontario,Educational attainment,Total population aged 25 to 34,57,1529590,,737610,,791980,
35,Ontario,Educational attainment,"   No certificate, diploma or degree",,132715,,73165,,59550,
35,Ontario,Educational attainment,   High school certificate or equivalent,58,364260,,200340,,163920,
35,Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,,91525,,56430,,35095,
35,Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",59,372355,,165310,,207050,
35,Ontario,Educational attainment,   University certificate or diploma below the bachelor level,,68800,,31275,,37525,
35,Ontario,Educational attainment,"   University certificate, diploma or degree",,499935,,211090,,288845,
35,Ontario,Educational attainment,Total population aged 35 to 64,60,5108740,,2488355,,2620380,
35,Ontario,Educational attainment,"   No certificate, diploma or degree",,766810,,383295,,383520,
35,Ontario,Educational attainment,   High school certificate or equivalent,61,1296405,,580705,,715710,
35,Ontario,Educational attainment,   Apprenticeship or trades certificate or diploma,,489605,,320260,,169345,
35,Ontario,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",62,1089270,,470180,,619090,
35,Ontario,Educational attainment,   University certificate or diploma below the bachelor level,,241150,,108080,,133065,
35,Ontario,Educational attainment,"   University certificate, diploma or degree",,1225490,,625845,,599650,
35,Ontario,Major field of study,Total population 15 years and over,63,9819420,,4744710,,5074710,
35,Ontario,Major field of study,"   No postsecondary certificate, diploma or degree",,4812200,,2279390,,2532810,
35,Ontario,Major field of study,   Education,,335715,,81810,,253900,
35,Ontario,Major field of study,"   Visual and performing arts, and communications technologies",,193790,,90735,,103060,
35,Ontario,Major field of study,   Humanities,,292845,,110970,,181875,
35,Ontario,Major field of study,   Social and behavioural sciences and law,,576100,,202080,,374020,
35,Ontario,Major field of study,"   Business, management and public administration",,1061210,,417010,,644200,
35,Ontario,Major field of study,   Physical and life sciences and technologies,,181250,,94220,,87030,
35,Ontario,Major field of study,"   Mathematics, computer and information sciences",,254440,,151930,,102505,
35,Ontario,Major field of study,"   Architecture, engineering, and related technologies",,1089310,,995690,,93620,
35,Ontario,Major field of study,"   Agriculture, natural resources and conservation",,91965,,62180,,29780,
35,Ontario,Major field of study,"   Health, parks, recreation and fitness",,665490,,124885,,540605,
35,Ontario,Major field of study,"   Personal, protective and transportation services",,264620,,133610,,131015,
35,Ontario,Major field of study,   Other,64,480,,190,,285,
35,Ontario,Location of study,Total population 15 years and over,65,9819420,,4744710,,5074710,
35,Ontario,Location of study,"   No postsecondary certificate, diploma or degree",,4812200,,2279390,,2532805,
35,Ontario,Location of study,"   Postsecondary certificate, diploma or degree",,5007220,,2465315,,2541905,
35,Ontario,Location of study,      Inside Canada,,3928555,,1906245,,2022310,
35,Ontario,Location of study,      Outside Canada,,1078670,,559075,,519590,
35,Ontario,Labour force activity,Total population 15 years and over,66,9819420,,4744710,,5074710,
35,Ontario,Labour force activity,   In the labour force,67,6587580,,3437670,,3149905,
35,Ontario,Labour force activity,      Employed,68,6164245,,3230050,,2934195,
35,Ontario,Labour force activity,      Unemployed,69,423335,,207620,,215710,
35,Ontario,Labour force activity,   Not in the labour force,70,3231840,,1307035,,1924805,
35,Ontario,Labour force activity,Participation rate,71,67.1,,72.5,,62.1,
35,Ontario,Labour force activity,Employment rate,72,62.8,,68.1,,57.8,
35,Ontario,Labour force activity,Unemployment rate,73,6.4,,6,,6.8,
35,Ontario,Occupation,Total experienced labour force 15 years and over,74,6473735,,3385885,,3087850,
35,Ontario,Occupation,   A  Management occupations,75,666485,,418355,,248125,
35,Ontario,Occupation,"   B  Business, finance and administration occupations",,1204490,,360225,,844260,
35,Ontario,Occupation,   C  Natural and applied sciences and related occupations,,451930,,349305,,102630,
35,Ontario,Occupation,   D  Health occupations,,340690,,66950,,273740,
35,Ontario,Occupation,"   E  Occupations in social science, education, government service and religion",,546385,,174765,,371620,
35,Ontario,Occupation,"   F  Occupations in art, culture, recreation and sport",,200980,,90590,,110390,
35,Ontario,Occupation,   G  Sales and service occupations,,1522820,,657605,,865215,
35,Ontario,Occupation,"   H  Trades, transport and equipment operators and related occupations",,911250,,845595,,65655,
35,Ontario,Occupation,   I  Occupations unique to primary industry,,165085,,125660,,39430,
35,Ontario,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",,463610,,296825,,166785,
35,Ontario,Industry,Total experienced labour force 15 years and over,76,6473730,,3385885,,3087850,
35,Ontario,Industry,   Agriculture and other resource-based industries,,190000,,137345,,52660,
35,Ontario,Industry,   Construction,,384775,,338850,,45930,
35,Ontario,Industry,   Manufacturing,,899670,,628460,,271210,
35,Ontario,Industry,   Wholesale trade,,307465,,199755,,107710,
35,Ontario,Industry,   Retail trade,,720235,,322715,,397515,
35,Ontario,Industry,   Finance and real estate,,442610,,193375,,249230,
35,Ontario,Industry,   Health care and social services,,611740,,104935,,506805,
35,Ontario,Industry,   Educational services,,433485,,141630,,291855,
35,Ontario,Industry,   Business services,,1274345,,755215,,519130,
35,Ontario,Industry,   Other services,,1209390,,563600,,645790,
35,Ontario,Unpaid work,Population 15 years and over reporting hours of unpaid work,77,8991010,,4259925,,4731085,
35,Ontario,Unpaid work,Population 15 years and over reporting hours of unpaid housework,78,8869060,,4186725,,4682335,
35,Ontario,Unpaid work,Population 15 years and over reporting hours looking after children without pay,79,3736900,,1649835,,2087065,
35,Ontario,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,80,1838830,,773420,,1065410,
35,Ontario,Language used most often at work,Total population 15 years and over who worked since 2005,81,7054270,,3652835,,3401430,
35,Ontario,Language used most often at work,   English,,6754045,,3511580,,3242460,
35,Ontario,Language used most often at work,   French,,97965,,40635,,57330,
35,Ontario,Language used most often at work,   Non-official language,,112125,,57295,,54830,
35,Ontario,Language used most often at work,   English and French,,42945,,19035,,23910,
35,Ontario,Language used most often at work,   English and non-official language,,45400,,23405,,22000,
35,Ontario,Language used most often at work,   French and non-official language,,230,,100,,130,
35,Ontario,Language used most often at work,"   English, French and non-official language",,1560,,780,,775,
35,Ontario,Place of work status,Total employed labour force 15 years and over,82,6164245,,3230055,,2934195,
35,Ontario,Place of work status,   Worked at home,,436380,,220340,,216040,
35,Ontario,Place of work status,   Worked outside Canada,,36905,,24210,,12695,
35,Ontario,Place of work status,   No fixed workplace address,,596305,,445625,,150680,
35,Ontario,Place of work status,   Worked at usual place,,5094650,,2539870,,2554780,
35,Ontario,Place of work status,      Worked in census subdivision (municipality) of residence,,3056365,,1421005,,1635365,
35,Ontario,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,,795195,,404425,,390765,
35,Ontario,Place of work status,      Worked in a different census division (county),,1211410,,696880,,514525,
35,Ontario,Place of work status,      Worked in a different province,,31680,,17555,,14120,
35,Ontario,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,83,5690960,,2985495,,2705465,
35,Ontario,Mode of transportation to work,"   Car, truck, van, as driver",,4038035,,2274810,,1763230,
35,Ontario,Mode of transportation to work,"   Car, truck, van, as passenger",,470410,,191695,,278715,
35,Ontario,Mode of transportation to work,   Public transit,,736060,,299920,,436140,
35,Ontario,Mode of transportation to work,   Walked or bicycled,,389105,,190340,,198765,
35,Ontario,Mode of transportation to work,   All other modes,,57350,,28740,,28610,
35,Ontario,Visible minority population characteristics,Total population,84,12028895,,5877875,,6151020,
35,Ontario,Visible minority population characteristics,   Total visible minority population,85,2745200,,1332995,,1412205,
35,Ontario,Visible minority population characteristics,      Chinese,,576975,,277500,,299475,
35,Ontario,Visible minority population characteristics,      South Asian,86,794170,,401900,,392270,
35,Ontario,Visible minority population characteristics,      Black,,473765,,223220,,250540,
35,Ontario,Visible minority population characteristics,      Filipino,,203215,,87025,,116190,
35,Ontario,Visible minority population characteristics,      Latin American,,147140,,71370,,75765,
35,Ontario,Visible minority population characteristics,      Southeast Asian,87,110045,,53135,,56910,
35,Ontario,Visible minority population characteristics,      Arab,,111405,,58625,,52785,
35,Ontario,Visible minority population characteristics,      West Asian,88,96620,,49275,,47340,
35,Ontario,Visible minority population characteristics,      Korean,,69540,,33720,,35820,
35,Ontario,Visible minority population characteristics,      Japanese,,28080,,12775,,15300,
35,Ontario,Visible minority population characteristics,"      Visible minority, n.i.e.",89,56845,,26680,,30160,
35,Ontario,Visible minority population characteristics,      Multiple visible minority,90,77400,,37755,,39645,
35,Ontario,Visible minority population characteristics,   Not a visible minority,91,9283695,,4544875,,4738815,
35,Ontario,Earnings in 2005,Persons 15 years and over with earnings (counts),92,6991670,,3621760,,3369910,
35,Ontario,Earnings in 2005,   Median earnings - Persons 15 years and over ($),93,29335,,35702,,23755,
35,Ontario,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",94,3690665,,2116730,,1573940,
35,Ontario,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",93,44748,,50057,,38914,
35,Ontario,Income in 2005,Persons 15 years and over with income (counts),95,9340020,,4540895,,4799125,
35,Ontario,Income in 2005,   Median income - Persons 15 years and over ($),96,27258,,34454,,21669,
35,Ontario,Income in 2005,   Median income after tax - Persons 15 years and over ($),96,24604,,30182,,20201,
35,Ontario,Income in 2005,   Composition of total income (100%),97,100,,100,,100,
35,Ontario,Income in 2005,      Earnings - As a % of total income,,77.4,,80.7,,72.4,
35,Ontario,Income in 2005,      Government transfers - As a % of total income,,9.8,,6.9,,14,
35,Ontario,Income in 2005,      Other money - As a % of total income,,12.9,,12.4,,13.5,
35,Ontario,Income in 2005,   Income status of all persons in private households (counts),98,11926140,,5825145,,6100995,
35,Ontario,Income in 2005,      % in low income before tax - All persons,,14.7,,13.7,,15.6,
35,Ontario,Income in 2005,      % in low income after tax - All persons,,11.1,,10.5,,11.6,
35,Ontario,Income in 2005,      % in low income before tax - Persons less than 18 years of age,,18,,17.9,,18.1,
35,Ontario,Income in 2005,      % in low income after tax - Persons less than 18 years of age,,13.7,,13.7,,13.8,
46,Manitoba,Population and dwelling counts,Population in 2006,1,1148401,,,,,
46,Manitoba,Population and dwelling counts,Population in 2001,1,1119583,+,,,,
46,Manitoba,Population and dwelling counts,2001 to 2006 population change (%),,2.6,,,,,
46,Manitoba,Population and dwelling counts,Total private dwellings,2,491724,,,,,
46,Manitoba,Population and dwelling counts,Private dwellings occupied by usual residents,3,448766,,,,,
46,Manitoba,Population and dwelling counts,Population density per square kilometre,,2.1,,,,,
46,Manitoba,Population and dwelling counts,Land area (square km),,552369.955,,,,,
46,Manitoba,Age characteristics,Total population,4,1148400,,563275,,585125,
46,Manitoba,Age characteristics,   0 to 4 years,,68105,,34945,,33155,
46,Manitoba,Age characteristics,   5 to 9 years,,73840,,38055,,35780,
46,Manitoba,Age characteristics,   10 to 14 years,,83235,,42560,,40670,
46,Manitoba,Age characteristics,   15 to 19 years,,83825,,42615,,41210,
46,Manitoba,Age characteristics,   20 to 24 years,,77750,,39115,,38635,
46,Manitoba,Age characteristics,   25 to 29 years,,70250,,34720,,35530,
46,Manitoba,Age characteristics,   30 to 34 years,,70720,,34975,,35750,
46,Manitoba,Age characteristics,   35 to 39 years,,73660,,36350,,37310,
46,Manitoba,Age characteristics,   40 to 44 years,,88080,,43515,,44565,
46,Manitoba,Age characteristics,   45 to 49 years,,89730,,44820,,44910,
46,Manitoba,Age characteristics,   50 to 54 years,,81845,,40530,,41315,
46,Manitoba,Age characteristics,   55 to 59 years,,71730,,35285,,36440,
46,Manitoba,Age characteristics,   60 to 64 years,,53750,,26525,,27225,
46,Manitoba,Age characteristics,   65 to 69 years,,42120,,20225,,21895,
46,Manitoba,Age characteristics,   70 to 74 years,,36810,,17210,,19600,
46,Manitoba,Age characteristics,   75 to 79 years,,32665,,14140,,18525,
46,Manitoba,Age characteristics,   80 to 84 years,,26380,,10185,,16200,
46,Manitoba,Age characteristics,   85 years and over,,23915,,7500,,16415,
46,Manitoba,Age characteristics,Median age of the population,5,38.1,,37,,39.3,
46,Manitoba,Age characteristics,% of the population aged 15 and over,,80.4,,79.5,,81.3,
46,Manitoba,Common-law status characteristics,Total population 15 years and over,6,923225,,447710,,475520,
46,Manitoba,Common-law status characteristics,   Not in a common-law relationship,,856730,,414535,,442195,
46,Manitoba,Common-law status characteristics,   In a common-law relationship,,66500,,33175,,33325,
46,Manitoba,Legal marital status characteristics,Total population 15 years and over,7,923225,,447705,,475520,
46,Manitoba,Legal marital status characteristics,   Never legally married (single),8,307505,,164725,,142775,
46,Manitoba,Legal marital status characteristics,   Legally married (and not separated),9,463095,,231695,,231405,
46,Manitoba,Legal marital status characteristics,"   Separated, but still legally married",10,26215,,11840,,14375,
46,Manitoba,Legal marital status characteristics,   Divorced,11,62865,,27330,,35540,
46,Manitoba,Legal marital status characteristics,   Widowed,12,63550,,12120,,51430,
46,Manitoba,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,13,448780,,,,,
46,Manitoba,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,,68.5,,,,,
46,Manitoba,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,,3.1,,,,,
46,Manitoba,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,,3.1,,,,,
46,Manitoba,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",14,1.4,,,,,
46,Manitoba,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,14,13.4,,,,,
46,Manitoba,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,,8.4,,,,,
46,Manitoba,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,15,2.1,,,,,
46,Manitoba,Occupied private dwelling characteristics,Number of owned dwellings,16,309300,,,,,
46,Manitoba,Occupied private dwelling characteristics,Number of rented dwellings,17,127900,,,,,
46,Manitoba,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,,353190,,,,,
46,Manitoba,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,18,95590,,,,,
46,Manitoba,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,,10.3,,,,,
46,Manitoba,Occupied private dwelling characteristics,Average number of rooms per dwelling,19,6.3,,,,,
46,Manitoba,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,19,1.8,,,,,
46,Manitoba,Occupied private dwelling characteristics,Average value of owned dwelling ($),20,153307,,,,,
46,Manitoba,Selected family characteristics,Total number of census families,21,312805,,,,,
46,Manitoba,Selected family characteristics,   Number of married-couple families,22,225875,,,,,
46,Manitoba,Selected family characteristics,   Number of common-law-couple families,23,33720,,,,,
46,Manitoba,Selected family characteristics,   Number of lone-parent families,,53210,,,,,
46,Manitoba,Selected family characteristics,      Number of female lone-parent families,,42930,,,,,
46,Manitoba,Selected family characteristics,      Number of male lone-parent families,,10280,,,,,
46,Manitoba,Selected family characteristics,Average number of persons in all census families,,3,,,,,
46,Manitoba,Selected family characteristics,   Average number of persons in married-couple families,22,3.1,,,,,
46,Manitoba,Selected family characteristics,   Average number of persons in common-law-couple families,23,2.8,,,,,
46,Manitoba,Selected family characteristics,   Average number of persons in lone-parent families,,2.6,,,,,
46,Manitoba,Selected family characteristics,      Average number of persons in female lone-parent families,,2.7,,,,,
46,Manitoba,Selected family characteristics,      Average number of persons in male lone-parent families,,2.5,,,,,
46,Manitoba,Selected family characteristics,Median income in 2005 - All census families ($),24,58816,,,,,
46,Manitoba,Selected family characteristics,   Median income in 2005 - Married-couple families ($),22,67013,,,,,
46,Manitoba,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),23,54497,,,,,
46,Manitoba,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),,31518,,,,,
46,Manitoba,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),,30176,,,,,
46,Manitoba,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),,38584,,,,,
46,Manitoba,Selected family characteristics,Median after-tax income in 2005 - All census families ($),24,50753,,,,,
46,Manitoba,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),22,56827,,,,,
46,Manitoba,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),,47232,,,,,
46,Manitoba,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),,29953,,,,,
46,Manitoba,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),,28952,,,,,
46,Manitoba,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),,34550,,,,,
46,Manitoba,Selected household characteristics,Total private households,25,448780,,,,,
46,Manitoba,Selected household characteristics,   Households containing a couple (married or common-law) with children,26,124025,,,,,
46,Manitoba,Selected household characteristics,   Households containing a couple (married or common-law) without children,27,126755,,,,,
46,Manitoba,Selected household characteristics,   One-person households,,128295,,,,,
46,Manitoba,Selected household characteristics,   Other household types,28,69705,,,,,
46,Manitoba,Selected household characteristics,Median income in 2005 - All private households ($),29,47875,,,,,
46,Manitoba,Selected household characteristics,   Median income in 2005 - Couple households with children ($),26,75180,,,,,
46,Manitoba,Selected household characteristics,   Median income in 2005 - Couple households without children ($),27,58818,,,,,
46,Manitoba,Selected household characteristics,   Median income in 2005 - One-person households ($),,24768,,,,,
46,Manitoba,Selected household characteristics,   Median income in 2005 - Other household types ($),28,39938,,,,,
46,Manitoba,Selected household characteristics,Median after-tax income in 2005 - All private households ($),29,41844,,,,,
46,Manitoba,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),26,63766,,,,,
46,Manitoba,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),27,50295,,,,,
46,Manitoba,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),,22193,,,,,
46,Manitoba,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),28,36649,,,,,
46,Manitoba,Selected household characteristics,Median monthly payments for rented dwellings ($),30,570,,,,,
46,Manitoba,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),31,655,,,,,
46,Manitoba,Selected household characteristics,Average household size,,2.5,,,,,
46,Manitoba,Mother tongue,Total population,32,1133515,,556920,,576590,
46,Manitoba,Mother tongue,   English only,,838415,,415250,,423165,
46,Manitoba,Mother tongue,   French only,,43955,,20540,,23415,
46,Manitoba,Mother tongue,   English and French,,2630,,1250,,1375,
46,Manitoba,Mother tongue,   Other language(s),33,248510,,119875,,128635,
